;expert;test;alternative;alcohol;chlorides;citric.acid;density;fixed.acidity;free.sulfur.dioxide;pH;residual.sugar;sulphates;total.sulfur.dioxide;volatile.acidity;choice
32958;687;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
32959;687;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;1
32960;687;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
32961;687;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
32962;687;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
32963;687;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;1
32964;687;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
32965;687;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;1
32966;687;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
32967;687;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
32968;687;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
32969;687;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
32970;687;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
32971;687;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;1
32972;687;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
32973;687;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
32974;687;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
32975;687;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
32976;687;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;1
32977;688;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
32978;688;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;1
32979;688;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
32980;688;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
32981;688;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
32982;688;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;1
32983;688;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
32984;688;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
32985;688;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
32986;688;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
32987;688;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
32988;688;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
32989;688;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;0
32990;688;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;1
32991;688;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
32992;688;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
32993;688;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;1
32994;688;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
32995;688;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
32996;688;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
32997;688;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;1
32998;688;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
32999;688;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;0
33000;688;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33001;688;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;1
33002;688;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
33003;688;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
33004;688;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
33005;688;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;1
33006;688;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
33007;688;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33008;688;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
33009;688;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
33010;688;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;1
33011;688;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
33012;688;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
33013;688;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
33014;688;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
33015;688;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
33016;688;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;1
33017;688;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
33018;688;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
33019;688;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
33020;688;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;1
33021;688;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;1
33022;688;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
33023;688;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33024;688;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
33025;689;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
33026;689;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
33027;689;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;1
33028;689;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
33029;689;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;1
33030;689;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
33031;689;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
33032;689;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
33033;689;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;1
33034;689;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33035;689;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
33036;689;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;0
33037;689;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;0
33038;689;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33039;689;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33040;689;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;1
33041;689;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
33042;689;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
33043;689;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;1
33044;689;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33045;689;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
33046;689;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;1
33047;689;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;0
33048;689;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33049;689;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
33050;689;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
33051;689;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;1
33052;689;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
33053;689;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
33054;689;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
33055;689;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;1
33056;689;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
33057;689;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
33058;689;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;1
33059;689;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
33060;689;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
33061;689;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;1
33062;689;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
33063;689;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
33064;689;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
33065;689;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
33066;689;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
33067;689;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;1
33068;689;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
33069;689;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
33070;689;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
33071;689;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33072;689;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;1
33073;690;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
33074;690;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
33075;690;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;1
33076;690;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
33077;690;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
33078;690;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;1
33079;690;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
33080;690;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
33081;690;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;1
33082;690;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33083;690;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
33084;690;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;0
33085;690;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
33086;690;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33087;690;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33088;690;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
33089;690;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
33090;690;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
33091;690;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
33092;690;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;1
33093;690;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
33094;690;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33095;690;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
33096;690;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33097;690;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
33098;690;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
33099;690;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
33100;690;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;1
33101;690;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;1
33102;690;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
33103;690;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33104;690;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
33105;690;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
33106;690;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
33107;690;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
33108;690;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;1
33109;690;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
33110;690;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
33111;690;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;1
33112;690;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
33113;690;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;1
33114;690;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
33115;690;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
33116;690;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
33117;690;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;1
33118;690;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
33119;690;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33120;690;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
33121;691;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
33122;691;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
33123;691;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;1
33124;691;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
33125;691;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
33126;691;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
33127;691;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
33128;691;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;1
33129;691;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
33130;691;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33131;691;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
33132;691;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
33133;691;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;0
33134;691;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33135;691;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33136;691;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;1
33137;691;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
33138;691;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
33139;691;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;1
33140;691;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33141;691;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
33142;691;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33143;691;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
33144;691;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33145;691;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
33146;691;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
33147;691;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;1
33148;691;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
33149;691;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
33150;691;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
33151;691;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33152;691;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;1
33153;691;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
33154;691;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
33155;691;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
33156;691;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;1
33157;691;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;1
33158;691;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
33159;691;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
33160;691;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
33161;691;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
33162;691;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
33163;691;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
33164;691;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;1
33165;691;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;1
33166;691;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
33167;691;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33168;691;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
33169;692;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
33170;692;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
33171;692;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
33172;692;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;1
33173;692;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
33174;692;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
33175;692;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
33176;692;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;1
33177;692;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
33178;692;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
33179;692;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
33180;692;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
33181;692;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;0
33182;692;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33183;692;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;1
33184;692;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
33185;692;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
33186;692;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
33187;692;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
33188;692;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;1
33189;692;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
33190;692;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;1
33191;692;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;0
33192;692;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
33193;692;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
33194;692;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
33195;692;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
33196;692;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;1
33197;692;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
33198;692;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
33199;692;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
33200;692;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;1
33201;692;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
33202;692;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
33203;692;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;1
33204;692;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
33205;692;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;1
33206;692;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
33207;692;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
33208;692;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
33209;692;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
33210;692;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
33211;692;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
33212;692;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;1
33213;692;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
33214;692;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;1
33215;692;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
33216;692;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
33217;693;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
33218;693;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;1
33219;693;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
33220;693;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
33221;693;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;1
33222;693;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
33223;693;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
33224;693;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
33225;693;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
33226;693;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;1
33227;693;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
33228;693;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;0
